feature,importance
ECFP4_1203,0.0006037963
ECFP4_491,0.0006033067
ECFP4_339,0.0006026481
ECFP4_311,0.000602626
ECFP4_170,0.0006025812
ECFP4_1504,0.0006012207
ECFP4_944,0.0005999103
ECFP4_1964,0.00059920416
ECFP4_1949,0.00059824163
ECFP4_724,0.0005977494
ECFP4_394,0.0005972814
ECFP4_1800,0.0005952794
ECFP4_2023,0.0005951806
ECFP4_1750,0.0005940946
AAC_E,0.00059276936
ECFP4_1873,0.00059206306
AAC_K,0.0005904465
ECFP4_682,0.0005898609
ECFP4_1031,0.00058082293
ECFP4_1110,0.0005799279
ECFP4_613,0.00057951844
ECFP4_1708,0.0005783898
ECFP4_144,0.0005776162
ECFP4_387,0.00057526137
ECFP4_1472,0.0005743778
ECFP4_1658,0.0005727166
ECFP4_635,0.0005717213
ECFP4_1930,0.00057161774
ECFP4_335,0.000569262
ECFP4_777,0.00056713243
ECFP4_1167,0.00056635245
ECFP4_625,0.0005659754
ECFP4_666,0.0005656981
ECFP4_881,0.00056557
ECFP4_455,0.00056551414
ECFP4_1344,0.00056538254
ECFP4_1891,0.00056410395
ECFP4_847,0.0005620551
ECFP4_1289,0.00056095084
ECFP4_892,0.00056071416
ECFP4_103,0.0005591312
AAC_V,0.00055881124
ECFP4_850,0.00055676245
ECFP4_117,0.0005505945
ECFP4_495,0.0005464312
ECFP4_1762,0.00054483576
ECFP4_1003,0.0005443524
ECFP4_343,0.0005442579
ECFP4_314,0.0005436597
ECFP4_685,0.0005435785
ECFP4_1428,0.00053957483
ECFP4_690,0.0005383135
ECFP4_1498,0.00053731113
ECFP4_1588,0.00053641724
ECFP4_854,0.00053551776
ECFP4_148,0.0005353555
ECFP4_1781,0.0005350661
ECFP4_1063,0.00053417706
ECFP4_997,0.0005340937
ECFP4_1219,0.0005330912
ECFP4_2045,0.00053247827
ECFP4_1156,0.0005310934
ECFP4_1168,0.0005308244
ECFP4_1325,0.0005301133
ECFP4_1471,0.0005294487
ECFP4_760,0.00052858604
ECFP4_1667,0.0005276112
ECFP4_588,0.0005264008
ECFP4_1308,0.00052603113
ECFP4_1923,0.0005255596
ECFP4_299,0.0005245372
ECFP4_624,0.0005237274
ECFP4_1687,0.0005228037
ECFP4_946,0.000522518
ECFP4_1269,0.0005217744
ECFP4_1224,0.0005212134
ECFP4_62,0.0005209147
ECFP4_1459,0.0005207314
ECFP4_1507,0.0005204568
ECFP4_856,0.00051961106
ECFP4_1481,0.0005193849
ECFP4_1573,0.0005185463
ECFP4_138,0.000517891
ECFP4_1971,0.0005160214
ECFP4_1887,0.0005157282
ECFP4_1292,0.0005152521
ECFP4_1765,0.00051460654
ECFP4_829,0.0005145595
ECFP4_1642,0.0005143812
ECFP4_1422,0.0005136611
ECFP4_303,0.0005122228
ECFP4_640,0.00051143515
ECFP4_1075,0.00050852913
ECFP4_405,0.0005051869
ECFP4_1568,0.00050502236
ECFP4_985,0.0005042359
ECFP4_284,0.00050378725
ECFP4_869,0.00050140644
ECFP4_324,0.00050116715
ECFP4_1080,0.0005009788
ECFP4_1084,0.0005008579
ECFP4_1926,0.0005001167
ECFP4_227,0.00049868197
ECFP4_642,0.0004986456
ECFP4_811,0.00049857935
ECFP4_1019,0.0004968917
ECFP4_1404,0.0004967587
ECFP4_1195,0.0004965416
ECFP4_1914,0.00049603626
ECFP4_1722,0.00049516984
ECFP4_1938,0.00049400737
ECFP4_1365,0.0004936845
ECFP4_629,0.0004933217
ECFP4_1457,0.00049321784
ECFP4_1104,0.00049295655
ECFP4_995,0.00049215386
ECFP4_1087,0.0004901014
ECFP4_1790,0.00048967224
ECFP4_1335,0.0004886353
ECFP4_1845,0.0004885263
ECFP4_1746,0.000487669
ECFP4_650,0.000486433
ECFP4_475,0.000485573
ECFP4_1719,0.00048492049
